ID,Oil_Type,Surfactant_Type,Required_HLB,Oil_MW,Surf_HLB,Surf_MW,Smix_Ratio,System_HLB,PDI,Stability_Target
NE_0285,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.296,0
NE_0286,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.277,1
NE_0287,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.115,0
NE_0288,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.432,0
NE_0289,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.28,0
NE_0290,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.149,1
NE_0291,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.202,1
NE_0292,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.132,1
NE_0293,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.44,0
NE_0294,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.306,0
NE_0295,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.353,0
NE_0296,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.426,0
NE_0297,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.369,0
NE_0298,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.319,0
NE_0299,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.19,0
NE_0300,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.185,0
NE_0301,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.45,0
NE_0302,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.438,0
NE_0303,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.372,0
NE_0304,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.426,0
NE_0305,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.333,0
NE_0306,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.164,0
NE_0307,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.357,0
NE_0308,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.197,0
NE_0309,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.107,1
NE_0310,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.11,0
NE_0311,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.108,0
NE_0312,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.35,0
NE_0313,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.279,0
NE_0314,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.19,1
NE_0315,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.136,0
NE_0316,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.128,1
NE_0317,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.254,0
NE_0318,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.332,0
NE_0319,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.284,1
NE_0320,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.279,0
NE_0321,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.127,0
NE_0322,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.349,0
NE_0323,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.109,1
NE_0324,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.166,0
NE_0325,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.427,0
NE_0326,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.361,0
NE_0327,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.343,0
NE_0328,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.297,0
NE_0329,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.155,0
NE_0330,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.191,0
NE_0331,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.129,0
NE_0332,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.113,1
NE_0333,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.408,0
NE_0334,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.403,0
NE_0335,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.202,1
NE_0336,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.278,0
NE_0337,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.31,0
NE_0338,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.419,0
NE_0339,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.275,1
NE_0340,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.248,1
NE_0341,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.303,0
NE_0342,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.293,1
NE_0343,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.161,0
NE_0344,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.35,0
NE_0345,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.253,1
NE_0346,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.173,0
NE_0347,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.399,0
NE_0348,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.278,1
NE_0349,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.389,0
NE_0350,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.27,0
NE_0351,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.114,1
NE_0352,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.243,1
NE_0353,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.382,0
NE_0354,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.439,0
NE_0355,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.331,0
NE_0356,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.282,0
NE_0357,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.303,0
NE_0358,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.228,1
NE_0359,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.212,0
NE_0360,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.225,0
NE_0361,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.313,0
NE_0362,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.107,1
NE_0363,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.114,0
NE_0364,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.151,0
NE_0365,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.158,0
NE_0366,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.365,0
NE_0367,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.228,0
NE_0368,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.201,0
NE_0369,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.343,0
NE_0370,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.143,1
NE_0371,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.447,0
NE_0372,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.188,0
NE_0373,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.136,0
NE_0374,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.128,1
NE_0375,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.134,0
NE_0376,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.194,0
NE_0377,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.203,1
NE_0378,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.399,0
NE_0379,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.156,0
NE_0380,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.378,0
NE_0381,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.141,0
NE_0382,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.182,0
NE_0383,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.38,0
NE_0384,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.234,1
NE_0385,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.295,0
NE_0386,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.12,0
NE_0387,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.178,1
NE_0388,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.113,1
NE_0389,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.264,1
NE_0390,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.433,0
NE_0391,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.412,0
NE_0392,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.386,0
NE_0393,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.139,0
NE_0394,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.432,0
NE_0395,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.252,0
NE_0396,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.195,1
NE_0397,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.421,0
NE_0398,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.343,0
NE_0399,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.37,0
NE_0400,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.136,0
NE_0401,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.386,0
NE_0402,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.197,0
NE_0403,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.35,0
NE_0404,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.306,0
NE_0405,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.189,1
NE_0406,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.23,0
NE_0407,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.208,1
NE_0408,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.373,0
NE_0409,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.181,1
NE_0410,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.295,1
NE_0411,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.24,0
NE_0412,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.178,1
NE_0413,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.225,0
NE_0414,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.302,0
NE_0415,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.352,0
NE_0416,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.372,0
NE_0417,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.303,0
NE_0418,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.243,1
NE_0419,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.308,0
NE_0420,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.423,0
NE_0421,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.177,0
NE_0422,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.183,0
NE_0423,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.17,0
NE_0424,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.203,0
NE_0425,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.23,1
NE_0426,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.31,0
NE_0427,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.274,0
NE_0428,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.201,1
NE_0429,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.378,0
NE_0430,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.37,0
NE_0431,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.157,0
NE_0432,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.25,0
NE_0433,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.108,0
NE_0434,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.177,0
NE_0435,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.162,1
NE_0436,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.318,0
NE_0437,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.435,0
NE_0438,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.152,0
NE_0439,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.215,1
NE_0440,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.179,0
NE_0441,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.356,0
NE_0442,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.369,0
NE_0443,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.355,0
NE_0444,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.372,0
NE_0445,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.267,0
NE_0446,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.247,0
NE_0447,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.128,0
NE_0448,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.294,0
NE_0449,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.136,1
NE_0450,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.132,0
NE_0451,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.32,0
NE_0452,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.172,1
NE_0453,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.277,0
NE_0454,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.146,1
NE_0455,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.434,0
NE_0456,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.15,1
NE_0457,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.394,0
NE_0458,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.118,1
NE_0459,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.292,1
NE_0460,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.382,0
NE_0461,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.409,0
NE_0462,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.417,0
NE_0463,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.428,0
NE_0464,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.324,0
NE_0465,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.352,0
NE_0466,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.305,0
NE_0467,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.107,0
NE_0468,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.111,0
NE_0469,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.188,1
NE_0470,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.286,1
NE_0471,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.121,0
NE_0472,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.415,0
NE_0473,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.339,0
NE_0474,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.227,0
NE_0475,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.42,0
NE_0476,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.426,0
NE_0477,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.371,0
NE_0478,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.32,0
NE_0479,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.192,0
NE_0480,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.285,0
NE_0481,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.397,0
NE_0482,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.212,0
NE_0483,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.193,1
NE_0484,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.247,0
NE_0485,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.357,0
NE_0486,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.254,1
NE_0487,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.342,0
NE_0488,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.109,1
NE_0489,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.229,0
NE_0490,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.438,0
NE_0491,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.385,0
NE_0492,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.383,0
NE_0493,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.218,0
NE_0494,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.17,0
NE_0495,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.24,1
NE_0496,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.343,0
NE_0497,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.142,0
NE_0498,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.376,0
NE_0499,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.404,0
NE_0500,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.34,0
NE_0501,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.334,0
NE_0502,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.391,0
NE_0503,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.379,0
NE_0504,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.389,0
NE_0505,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.163,0
NE_0506,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.255,0
NE_0507,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.208,0
NE_0508,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.118,0
NE_0509,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.214,0
NE_0510,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.186,0
NE_0511,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.433,0
NE_0512,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.243,0
NE_0513,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.362,0
NE_0514,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.135,1
NE_0515,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.363,0
NE_0516,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.361,0
NE_0517,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.209,0
NE_0518,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.407,0
NE_0519,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.429,0
NE_0520,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.389,0
NE_0521,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.389,0
NE_0522,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.236,0
NE_0523,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.21,1
NE_0524,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.146,1
NE_0525,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.44,0
NE_0526,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.239,0
NE_0527,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.216,1
NE_0528,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.374,0
NE_0529,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.21,0
NE_0530,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.384,0
NE_0531,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.23,1
NE_0532,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.237,1
NE_0533,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.402,0
NE_0534,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.412,0
NE_0535,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.418,0
NE_0536,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.255,1
NE_0537,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.354,0
NE_0538,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.14,0
NE_0539,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.286,1
NE_0540,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.326,0
NE_0541,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.295,0
NE_0542,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.145,0
NE_0543,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.175,1
NE_0544,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.179,0
NE_0545,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.285,0
NE_0546,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.252,0
NE_0547,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.374,0
NE_0548,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.161,0
NE_0549,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.339,0
NE_0550,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.312,0
NE_0551,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.224,0
NE_0552,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.254,1
NE_0553,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.29,0
NE_0554,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.388,0
NE_0555,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.125,0
NE_0556,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.27,0
NE_0557,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.14,1
NE_0558,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.231,0
NE_0559,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.279,0
NE_0560,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.44,0
NE_0561,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.2,0
NE_0562,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.148,1
NE_0563,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.135,1
NE_0564,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.384,0
NE_0565,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.415,0
NE_0566,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.231,0
NE_0567,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.194,0
NE_0568,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.425,0
NE_0569,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.334,0
